,index,city_s,reduce,reuse,recycle,other,year,total,reduce_rat,reuse_rat,recycle_rat,other_rat,total_ac,total_circ_ac_x,total_circ_ac_y,total_circ_ac_x.1,total_circ_ac_y.1,total_circ_ac,total_reduce_ac,reduce_ac_rat,total_reuse_ac,reuse_ac_rat,total_recycle_ac,recycle_ac_rat,total_other_ac,other_ac_rat,reduce_LQ,reuse_LQ,recycle_LQ,other_LQ,entropy,city,AP,AP_CO,AP_NO2,AP_O3,AP_PM10,AP_PM2.5,AP_SO2,第一产业占地区生产总值的比重-全市,第二产业占地区生产总值的比重-全市,第三产业占地区生产总值的比重-全市,第一产业产值-全市(万元),第三产业_社会服务业_全市,工业总产值_当年价格（万元）全市,规模以上工业总产值（万元）全市,规模以上内资企业工业总产值_当年价格（万元）全市,规模以上港澳台商投资企业工业总产值_当年价格（万元）全市,规模以上外商投资企业工业总产值_当年价格（万元）全市,规模以上工业企业主要财务指标_产品销售收入（万元）全市,规模以上工业企业主要财务指标_利税总额（万元）全市,规模以上工业企业主要财务指标_应交增值税（万元）全市,规模以上工业企业资产状况_固定资产合计（万元）全市,规模以上工业企业资产状况_流动资产合计（万元）全市,限额以上批发零售业商品销售总额（万元）全市,工业废水排放达标率（%）全市,工业企业数（个）全市,限额以上批发零售商贸企业中百货商场数（个）全市,限额以上批发零售商贸企业中超级市场数（个）全市,邮政业务收入（万元）全市,电信业务收入（万元）全市,内资企业（个）全市,港澳台商投资企业（个）全市,外商投资企业（个）全市,规模以上工业总产值_当年价格（万元）全市,工业废水排放量_万吨_全市,工业废水排放达标量_万吨_全市,工业二氧化硫去除量（吨）全市,工业二氧化硫排放量（吨）全市,工业烟粉尘去除量（吨）全市,工业烟粉尘排放量（吨）全市,一般工业固体废物综合利用率（%）全市,规模以上工业企业主要财务指标_利润总额（万元）全市,工业用电（万千瓦时）全市,规模以上工业企业主要财务指标_税金及附加（万元）全市,规模以上内资企业（个）全市,规模以上港澳台商投资企业（个）全市,规模以上外商投资企业（个）全市,中等职业教育学校（所）全市,工业二氧化硫产生量（吨）全市,工业氮氧化物排放量（吨）全市,工业烟粉尘产生量（吨）全市
143,62,双鸭山,2.0,3.0,3.0,63.0,2023,71.0,2.8169014084507,4.22535211267605,4.22535211267605,88.73239436619718,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,2.448967351100626,8.976914620740198,7.262540021344717,11.379934288141191,0.474011484706173,双鸭山市,55,4,55,111,82,34,7,32.44136363636364,35.85363636363636,31.705,526176.0,10975.0,1234251.75,318341.0,1999648.25,49055.57142857143,7891.875,774094.9,32197.714285714286,112459.80952380953,1546329.2105263157,1282194.4782608696,380907.7272727273,70.78833333333334,158.27272727272728,16.0,0.0,13658.1,68058.3,160.375,1.0,0.6666666666666666,2806246.5714285714,1868.8235294117646,570.75,2276.875,28832.277777777777,538419.0909090909,27682.0,71.85529411764706,123635.3125,273255.7,36273.454545454544,147.55555555555554,3.0,14.25,8.454545454545455,32073.0,12063.625,1261565.5
144,64,台州,114.0,177.0,115.0,809.0,2021,1215.0,9.38271604938271,14.5679012345679,9.46502057613168,66.5843621399177,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,7.630683571729998,25.52255736014437,13.762759135855644,8.863869736274275,0.9965951216638392,台州市,10,2,128,22,22,10,2,7.836363636363637,51.04863636363636,41.11318181818182,1616808.0,12725.0,18220285.75,3820164.0,18846381.1,1070333.95,1839627.45,13118252.9,1135921.7142857143,830310.0,7079163.65,17870400.217391305,12226696.956521738,84.10000000000001,4209.363636363636,8.0,11.0,45738.0,566424.15,4634.25,178.625,195.75,29507116.57142857,6863.588235294118,4392.75,73026.125,60070.166666666664,986046.0,10306.176470588236,95.03823529411765,2048460.3125,965893.25,232106.63636363635,3462.5555555555557,104.0,112.88888888888889,35.63636363636363,156365.5,14469.125,1099436.0
145,64,台州,153.0,185.0,128.0,1115.0,2022,1581.0,9.67741935483871,11.70145477545857,8.09614168247944,70.52498418722327,741819.0,85393.0,85393.0,35472.0,45450.0,575504.0,85393.0,0.115112985782246,35472.0,0.0478175943188297,45450.0,0.0612683147775939,575504.0,0.7758011051213302,8.406887623560593,24.471023568098506,13.214239222783759,9.090601150431931,0.9268485734926486,台州市,34,0,15,53,13,34,7,7.836363636363637,51.04863636363636,41.11318181818182,1616808.0,12725.0,18220285.75,3820164.0,18846381.1,1070333.95,1839627.45,13118252.9,1135921.7142857143,830310.0,7079163.65,17870400.217391305,12226696.956521738,84.10000000000001,4209.363636363636,8.0,11.0,45738.0,566424.15,4634.25,178.625,195.75,29507116.57142857,6863.588235294118,4392.75,73026.125,60070.166666666664,986046.0,10306.176470588236,95.03823529411765,2048460.3125,965893.25,232106.63636363635,3462.5555555555557,104.0,112.88888888888889,35.63636363636363,156365.5,14469.125,1099436.0
146,64,台州,207.0,205.0,145.0,1432.0,2023,1989.0,10.40723981900452,10.306686777275011,7.290095525389639,71.99597787833082,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,9.047881638794848,21.896931842613302,12.530224487974504,9.233487985059824,0.8971404260486557,台州市,30,1,51,57,51,23,5,7.836363636363637,51.04863636363636,41.11318181818182,1616808.0,12725.0,18220285.75,3820164.0,18846381.1,1070333.95,1839627.45,13118252.9,1135921.7142857143,830310.0,7079163.65,17870400.217391305,12226696.956521738,84.10000000000001,4209.363636363636,8.0,11.0,45738.0,566424.15,4634.25,178.625,195.75,29507116.57142857,6863.588235294118,4392.75,73026.125,60070.166666666664,986046.0,10306.176470588236,95.03823529411765,2048460.3125,965893.25,232106.63636363635,3462.5555555555557,104.0,112.88888888888889,35.63636363636363,156365.5,14469.125,1099436.0
147,66,合肥,1523.0,533.0,633.0,7244.0,2021,9933.0,15.33272928621765,5.365951877579779,6.37269707037148,72.92862176583107,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,12.469652162373796,9.400998289467509,9.266318453281244,9.708432770144464,0.8501529968972321,合肥市,12,3,47,60,97,0,0,6.303181818181819,48.78363636363636,44.91409090909091,628764.0,23075.0,12288991.916666666,2514125.0,23346761.6,2743961.95,5343400.421052632,7545348.3,1196169.0,1014937.4285714285,10413014.05,23907674.086956523,28011717.652173914,95.20666666666666,929.0,12.0,4.0,174922.45,596658.45,997.625,59.875,83.14285714285714,43556030.21428572,5152.266666666666,4538.0,6532.625,43376.25,1874162.4545454546,29198.8,94.234,3207282.25,772831.6666666666,787770.3636363636,2085.0,64.55555555555556,114.77777777777777,66.72727272727273,78710.25,22305.0,2855583.75
148,66,合肥,1958.0,598.0,722.0,9782.0,2022,13060.0,14.992343032159262,4.57886676875957,5.52833078101072,74.90045941807044,741819.0,85393.0,85393.0,35472.0,45450.0,575504.0,85393.0,0.115112985782246,35472.0,0.0478175943188297,45450.0,0.0612683147775939,575504.0,0.7758011051213302,13.024024118807576,9.575694540861685,9.023148100414943,9.654595607511608,0.8022294845159055,合肥市,9,0,11,53,16,6,0,6.303181818181819,48.78363636363636,44.91409090909091,628764.0,23075.0,12288991.916666666,2514125.0,23346761.6,2743961.95,5343400.421052632,7545348.3,1196169.0,1014937.4285714285,10413014.05,23907674.086956523,28011717.652173914,95.20666666666666,929.0,12.0,4.0,174922.45,596658.45,997.625,59.875,83.14285714285714,43556030.21428572,5152.266666666666,4538.0,6532.625,43376.25,1874162.4545454546,29198.8,94.234,3207282.25,772831.6666666666,787770.3636363636,2085.0,64.55555555555556,114.77777777777777,66.72727272727273,78710.25,22305.0,2855583.75
149,66,合肥,2336.0,683.0,797.0,11783.0,2023,15599.0,14.975318930700679,4.37848580037181,5.10930187832553,75.53689339060196,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,13.019293832429817,9.302252723541132,8.781873884818118,9.687610587490756,0.7851999901016722,合肥市,81,0,10,63,121,43,1,6.303181818181819,48.78363636363636,44.91409090909091,628764.0,23075.0,12288991.916666666,2514125.0,23346761.6,2743961.95,5343400.421052632,7545348.3,1196169.0,1014937.4285714285,10413014.05,23907674.086956523,28011717.652173914,95.20666666666666,929.0,12.0,4.0,174922.45,596658.45,997.625,59.875,83.14285714285714,43556030.21428572,5152.266666666666,4538.0,6532.625,43376.25,1874162.4545454546,29198.8,94.234,3207282.25,772831.6666666666,787770.3636363636,2085.0,64.55555555555556,114.77777777777777,66.72727272727273,78710.25,22305.0,2855583.75
150,67,吉安,50.0,44.0,120.0,254.0,2021,468.0,10.683760683760681,9.4017094017094,25.64102564102564,54.27350427350427,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,8.68878443137272,16.471533107263966,37.28372876268586,7.225018856538101,1.141871272156184,吉安市,9,10,78,14,41,8,2,21.681428571428572,43.864761904761906,34.4547619047619,,21000.0,3372049.7,,8289962.555555556,921019.7777777778,841641.6111111111,1805482.625,759055.0,463715.63157894736,2983717.9444444445,3416028.904761905,1649397.7727272727,65.834,475.1,13.0,1.0,35977.85,129938.8,510.42857142857144,41.714285714285715,21.142857142857142,13822164.923076924,6458.823529411765,8292.875,8505.625,48606.72222222222,649157.0,16599.176470588234,81.1435294117647,1604646.9375,226673.91666666666,154586.54545454544,1023.1111111111111,59.888888888888886,32.888888888888886,47.63636363636363,77660.25,17932.25,670405.5
151,67,吉安,83.0,45.0,130.0,320.0,2022,578.0,14.3598615916955,7.785467128027681,22.49134948096885,55.36332179930796,741819.0,85393.0,85393.0,35472.0,45450.0,575504.0,85393.0,0.115112985782246,35472.0,0.0478175943188297,45450.0,0.0612683147775939,575504.0,0.7758011051213302,12.474580078097697,16.281595172097337,36.70959379674992,7.1362777693709925,1.140359716942248,吉安市,7,10,7,221,9,4,3,21.681428571428572,43.864761904761906,34.4547619047619,,21000.0,3372049.7,,8289962.555555556,921019.7777777778,841641.6111111111,1805482.625,759055.0,463715.63157894736,2983717.9444444445,3416028.904761905,1649397.7727272727,65.834,475.1,13.0,1.0,35977.85,129938.8,510.42857142857144,41.714285714285715,21.142857142857142,13822164.923076924,6458.823529411765,8292.875,8505.625,48606.72222222222,649157.0,16599.176470588234,81.1435294117647,1604646.9375,226673.91666666666,154586.54545454544,1023.1111111111111,59.888888888888886,32.888888888888886,47.63636363636363,77660.25,17932.25,670405.5
152,67,吉安,100.0,51.0,131.0,407.0,2023,689.0,14.51378809869375,7.402031930333811,19.01306240928882,59.07111756168359,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,12.618046584045317,15.725886715868532,32.67967331326909,7.575873963287395,1.099424229384868,吉安市,29,9,74,9,28,30,2,21.681428571428572,43.864761904761906,34.4547619047619,,21000.0,3372049.7,,8289962.555555556,921019.7777777778,841641.6111111111,1805482.625,759055.0,463715.63157894736,2983717.9444444445,3416028.904761905,1649397.7727272727,65.834,475.1,13.0,1.0,35977.85,129938.8,510.42857142857144,41.714285714285715,21.142857142857142,13822164.923076924,6458.823529411765,8292.875,8505.625,48606.72222222222,649157.0,16599.176470588234,81.1435294117647,1604646.9375,226673.91666666666,154586.54545454544,1023.1111111111111,59.888888888888886,32.888888888888886,47.63636363636363,77660.25,17932.25,670405.5
153,68,吉林,18.0,37.0,20.0,185.0,2021,260.0,6.923076923076921,14.23076923076923,7.69230769230769,71.15384615384616,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,5.630332311529523,24.931911475995,11.185118628805759,9.47217039065822,0.9017926790134616,吉林市,29,16,25,34,28,27,12,11.5425,44.659375,43.7975,,,13821477.833333334,,17974425.07142857,426462.0714285714,632337.7142857143,11423451.7,772767.0,644212.3846153846,9660038.066666666,7660092.764705882,5199922.882352941,,847.1666666666666,,,49301.5625,244653.06666666668,811.3333333333334,9.833333333333334,26.0,22205356.916666668,12505.266666666666,15725.333333333334,55025.666666666664,71626.86666666667,3213810.777777778,55313.0,53.164,509530.9285714286,941120.25,883550.0,978.4444444444445,9.222222222222221,20.444444444444443,36.72727272727273,87639.0,41386.42857142857,2815466.75
154,68,吉林,32.0,39.0,21.0,261.0,2022,353.0,9.06515580736544,11.04815864022662,5.94900849858356,73.93767705382436,741819.0,85393.0,85393.0,35472.0,45450.0,575504.0,85393.0,0.115112985782246,35472.0,0.0478175943188297,45450.0,0.0612683147775939,575504.0,0.7758011051213302,7.875007103467524,23.10479813468166,9.70976355425911,9.530493906973875,0.8521415680039419,吉林市,34,5,5,57,31,35,3,11.5425,44.659375,43.7975,,,13821477.833333334,,17974425.07142857,426462.0714285714,632337.7142857143,11423451.7,772767.0,644212.3846153846,9660038.066666666,7660092.764705882,5199922.882352941,,847.1666666666666,,,49301.5625,244653.06666666668,811.3333333333334,9.833333333333334,26.0,22205356.916666668,12505.266666666666,15725.333333333334,55025.666666666664,71626.86666666667,3213810.777777778,55313.0,53.164,509530.9285714286,941120.25,883550.0,978.4444444444445,9.222222222222221,20.444444444444443,36.72727272727273,87639.0,41386.42857142857,2815466.75
155,68,吉林,41.0,44.0,26.0,308.0,2023,419.0,9.78520286396181,10.50119331742243,6.20525059665871,73.50835322195705,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,8.507093029897282,22.310168078912,10.665591789500677,9.427450203169737,0.8628302474359812,吉林市,98,19,25,76,120,68,0,11.5425,44.659375,43.7975,,,13821477.833333334,,17974425.07142857,426462.0714285714,632337.7142857143,11423451.7,772767.0,644212.3846153846,9660038.066666666,7660092.764705882,5199922.882352941,,847.1666666666666,,,49301.5625,244653.06666666668,811.3333333333334,9.833333333333334,26.0,22205356.916666668,12505.266666666666,15725.333333333334,55025.666666666664,71626.86666666667,3213810.777777778,55313.0,53.164,509530.9285714286,941120.25,883550.0,978.4444444444445,9.222222222222221,20.444444444444443,36.72727272727273,87639.0,41386.42857142857,2815466.75
156,70,吕梁,11.0,22.0,38.0,106.0,2021,177.0,6.21468926553672,12.42937853107344,21.46892655367231,59.887005649717516,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,5.0542217234696905,21.775925124857448,31.21722374367257,7.972301602276396,1.0691858906520957,吕梁市,166,4,60,143,193,63,0,5.932777777777778,64.33166666666666,29.738888888888887,,,5845805.625,,8405378.5625,417001.375,439356.0,4955774.166666667,2513316.0,768161.2941176471,9215532.4375,13196503.52631579,2674900.5789473685,68.83,469.0,,,18554.88888888889,408270.3333333333,459.875,3.625,5.5,10584747.57142857,2480.6666666666665,1769.875,33457.75,110348.2,1141000.6363636365,87672.93333333333,68.12866666666666,1044689.75,404765.3333333333,427934.9090909091,506.0,5.777777777777778,7.0,36.09090909090909,163968.25,69664.4,2544254.5
157,70,吕梁,11.0,27.0,39.0,118.0,2022,195.0,5.64102564102564,13.846153846153841,20.0,60.51282051282051,741819.0,85393.0,85393.0,35472.0,45450.0,575504.0,85393.0,0.115112985782246,35472.0,0.0478175943188297,45450.0,0.0612683147775939,575504.0,0.7758011051213302,4.90042509339173,28.956190798376188,32.64330033003301,7.800043092663126,1.061798875133472,吕梁市,49,0,52,84,66,15,0,5.932777777777778,64.33166666666666,29.738888888888887,,,5845805.625,,8405378.5625,417001.375,439356.0,4955774.166666667,2513316.0,768161.2941176471,9215532.4375,13196503.52631579,2674900.5789473685,68.83,469.0,,,18554.88888888889,408270.3333333333,459.875,3.625,5.5,10584747.57142857,2480.6666666666665,1769.875,33457.75,110348.2,1141000.6363636365,87672.93333333333,68.12866666666666,1044689.75,404765.3333333333,427934.9090909091,506.0,5.777777777777778,7.0,36.09090909090909,163968.25,69664.4,2544254.5
158,70,吕梁,15.0,28.0,40.0,145.0,2023,228.0,6.5789473684210495,12.28070175438596,17.5438596491228,63.59649122807017,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,5.719627695004751,26.090798634548996,30.154405936577483,8.156253376247115,1.0297664617747055,吕梁市,153,0,42,108,173,24,0,5.932777777777778,64.33166666666666,29.738888888888887,,,5845805.625,,8405378.5625,417001.375,439356.0,4955774.166666667,2513316.0,768161.2941176471,9215532.4375,13196503.52631579,2674900.5789473685,68.83,469.0,,,18554.88888888889,408270.3333333333,459.875,3.625,5.5,10584747.57142857,2480.6666666666665,1769.875,33457.75,110348.2,1141000.6363636365,87672.93333333333,68.12866666666666,1044689.75,404765.3333333333,427934.9090909091,506.0,5.777777777777778,7.0,36.09090909090909,163968.25,69664.4,2544254.5
159,71,吴忠,16.0,10.0,12.0,81.0,2021,119.0,13.4453781512605,8.40336134453781,10.08403361344537,68.0672268907563,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,10.934725684389736,14.722455107332957,14.662844589022676,9.06127224289176,0.9710854106602648,吴忠市,215,27,27,123,214,160,4,16.446666666666665,51.98238095238096,31.582857142857144,353580.0,2650.0,1548239.1666666667,759945.0,2400502.45,58757.545454545456,85598.0,1231323.7,188027.42857142858,75648.76190476191,2574811.15,2476489.695652174,361335.0869565217,51.81333333333333,164.63636363636363,8.0,5.0,4795.95,60543.9,152.25,1.0,1.5,3346904.214285714,3670.9411764705883,3313.25,2740.25,91993.11111111111,1591075.9090909092,15575.70588235294,67.74823529411765,185478.0,470556.4166666667,74174.09090909091,298.77777777777777,1.0,2.0,3.727272727272727,172319.0,26248.875,2408826.75
160,71,吴忠,20.0,12.0,12.0,128.0,2022,172.0,11.62790697674418,6.97674418604651,6.97674418604651,74.4186046511628,741819.0,85393.0,85393.0,35472.0,45450.0,575504.0,85393.0,0.115112985782246,35472.0,0.0478175943188297,45450.0,0.0612683147775939,575504.0,0.7758011051213302,10.101299082572805,14.590328696856217,11.387197789546395,9.592485001619611,0.841609134675646,吴忠市,38,95,34,108,38,94,2,16.446666666666665,51.98238095238096,31.582857142857144,353580.0,2650.0,1548239.1666666667,759945.0,2400502.45,58757.545454545456,85598.0,1231323.7,188027.42857142858,75648.76190476191,2574811.15,2476489.695652174,361335.0869565217,51.81333333333333,164.63636363636363,8.0,5.0,4795.95,60543.9,152.25,1.0,1.5,3346904.214285714,3670.9411764705883,3313.25,2740.25,91993.11111111111,1591075.9090909092,15575.70588235294,67.74823529411765,185478.0,470556.4166666667,74174.09090909091,298.77777777777777,1.0,2.0,3.727272727272727,172319.0,26248.875,2408826.75
161,71,吴忠,25.0,21.0,13.0,159.0,2023,218.0,11.46788990825688,9.63302752293578,5.96330275229357,72.93577981651376,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,9.969993229824796,20.46571819499027,10.249731559176107,9.354017633524531,0.8720777388720538,吴忠市,93,41,74,153,93,53,0,16.446666666666665,51.98238095238096,31.582857142857144,353580.0,2650.0,1548239.1666666667,759945.0,2400502.45,58757.545454545456,85598.0,1231323.7,188027.42857142858,75648.76190476191,2574811.15,2476489.695652174,361335.0869565217,51.81333333333333,164.63636363636363,8.0,5.0,4795.95,60543.9,152.25,1.0,1.5,3346904.214285714,3670.9411764705883,3313.25,2740.25,91993.11111111111,1591075.9090909092,15575.70588235294,67.74823529411765,185478.0,470556.4166666667,74174.09090909091,298.77777777777777,1.0,2.0,3.727272727272727,172319.0,26248.875,2408826.75
162,72,周口,65.0,47.0,166.0,238.0,2021,516.0,12.596899224806199,9.108527131782939,32.17054263565891,46.12403100775193,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,10.244683038851093,15.957885933200238,46.7780736452768,6.140141460024415,1.2009856355889537,周口市,95,0,58,55,85,51,10,27.56904761904762,43.425714285714285,29.008571428571432,,6700.0,5072932.7272727275,,12086914.555555556,264834.1111111111,503389.1111111111,3194671.888888889,702782.8333333334,303441.44444444444,5364141.944444444,5330603.0,2800950.8636363638,94.378,608.2727272727273,109.0,26.0,47730.4,241621.8,656.75,5.75,5.875,17407229.384615384,4712.470588235294,2858.625,3477.875,13938.833333333334,244059.27272727274,9312.588235294117,96.98705882352941,2934731.875,168517.75,242591.77777777778,1190.111111111111,11.555555555555555,10.777777777777779,43.45454545454545,18721.5,6878.25,61838.0
163,72,周口,74.0,57.0,185.0,306.0,2022,622.0,11.89710610932476,9.16398713826366,29.7427652733119,49.19614147909968,741819.0,85393.0,85393.0,35472.0,45450.0,575504.0,85393.0,0.115112985782246,35472.0,0.0478175943188297,45450.0,0.0612683147775939,575504.0,0.7758011051213302,10.335155524355839,19.16446711468092,48.54510097311983,6.341334287143833,1.181914999490632,周口市,22,0,9,70,29,24,16,27.56904761904762,43.425714285714285,29.008571428571432,,6700.0,5072932.7272727275,,12086914.555555556,264834.1111111111,503389.1111111111,3194671.888888889,702782.8333333334,303441.44444444444,5364141.944444444,5330603.0,2800950.8636363638,94.378,608.2727272727273,109.0,26.0,47730.4,241621.8,656.75,5.75,5.875,17407229.384615384,4712.470588235294,2858.625,3477.875,13938.833333333334,244059.27272727274,9312.588235294117,96.98705882352941,2934731.875,168517.75,242591.77777777778,1190.111111111111,11.555555555555555,10.777777777777779,43.45454545454545,18721.5,6878.25,61838.0
164,72,周口,92.0,67.0,187.0,363.0,2023,709.0,12.97602256699576,9.449929478138221,26.375176304654442,51.198871650211565,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,11.281138742869736,20.07671972301886,45.33368305754293,6.5662580072147865,1.1821848709924163,周口市,132,0,44,90,116,73,7,27.56904761904762,43.425714285714285,29.008571428571432,,6700.0,5072932.7272727275,,12086914.555555556,264834.1111111111,503389.1111111111,3194671.888888889,702782.8333333334,303441.44444444444,5364141.944444444,5330603.0,2800950.8636363638,94.378,608.2727272727273,109.0,26.0,47730.4,241621.8,656.75,5.75,5.875,17407229.384615384,4712.470588235294,2858.625,3477.875,13938.833333333334,244059.27272727274,9312.588235294117,96.98705882352941,2934731.875,168517.75,242591.77777777778,1190.111111111111,11.555555555555555,10.777777777777779,43.45454545454545,18721.5,6878.25,61838.0
165,73,呼伦贝尔,2.0,9.0,0.0,41.0,2021,52.0,3.84615384615384,17.3076923076923,0.0,78.84615384615384,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,3.127962395294179,30.3225950383723,0.0,10.49618881126992,0.616286597580995,呼伦贝尔市,26,0,1,78,30,17,2,21.54388888888889,36.71666666666667,41.74055555555556,,7800.0,2985780.125,,5759183.0625,129718.9375,220688.93333333332,1684935.8333333333,345510.0,321191.4117647059,6027768.117647059,2911928.6842105263,2182259.3684210526,27.25,268.375,,,13957.722222222223,138705.16666666666,270.42857142857144,5.714285714285714,13.428571428571429,7460710.384615385,5011.866666666667,3662.285714285714,4006.3333333333335,70950.875,1829680.1,36322.78571428572,52.378,812527.0625,249340.66666666666,148495.9090909091,301.44444444444446,7.75,11.75,26.272727272727273,85745.0,44249.833333333336,2016772.75
166,73,呼伦贝尔,3.0,12.0,0.0,56.0,2022,71.0,4.22535211267605,16.90140845070422,0.0,78.87323943661971,741819.0,85393.0,85393.0,35472.0,45450.0,575504.0,85393.0,0.115112985782246,35472.0,0.0478175943188297,45450.0,0.0612683147775939,575504.0,0.7758011051213302,3.6706129060616672,35.34558501210238,0.0,10.166683047491208,0.621350139793024,呼伦贝尔市,3,0,0,26,7,2,10,21.54388888888889,36.71666666666667,41.74055555555556,,7800.0,2985780.125,,5759183.0625,129718.9375,220688.93333333332,1684935.8333333333,345510.0,321191.4117647059,6027768.117647059,2911928.6842105263,2182259.3684210526,27.25,268.375,,,13957.722222222223,138705.16666666666,270.42857142857144,5.714285714285714,13.428571428571429,7460710.384615385,5011.866666666667,3662.285714285714,4006.3333333333335,70950.875,1829680.1,36322.78571428572,52.378,812527.0625,249340.66666666666,148495.9090909091,301.44444444444446,7.75,11.75,26.272727272727273,85745.0,44249.833333333336,2016772.75
167,73,呼伦贝尔,7.0,15.0,5.0,63.0,2023,90.0,7.77777777777777,16.66666666666666,5.55555555555555,70.0,869679.0,100034.0,100034.0,40935.0,50598.0,678112.0,100034.0,0.1150240491031748,40935.0,0.0470690910094414,50598.0,0.0581800871355983,678112.0,0.7797267727517855,6.761870963872284,35.40894100403078,9.548895213249537,8.977503716200273,0.907511877166294,呼伦贝尔市,54,0,12,78,73,14,5,21.54388888888889,36.71666666666667,41.74055555555556,,7800.0,2985780.125,,5759183.0625,129718.9375,220688.93333333332,1684935.8333333333,345510.0,321191.4117647059,6027768.117647059,2911928.6842105263,2182259.3684210526,27.25,268.375,,,13957.722222222223,138705.16666666666,270.42857142857144,5.714285714285714,13.428571428571429,7460710.384615385,5011.866666666667,3662.285714285714,4006.3333333333335,70950.875,1829680.1,36322.78571428572,52.378,812527.0625,249340.66666666666,148495.9090909091,301.44444444444446,7.75,11.75,26.272727272727273,85745.0,44249.833333333336,2016772.75
168,74,呼和浩特,260.0,81.0,104.0,857.0,2021,1302.0,19.96927803379416,6.2211981566820205,7.9877112135176604,65.82181259600614,573876.0,70564.0,70564.0,32756.0,39467.0,431089.0,70564.0,0.1229603607748015,32756.0,0.0570785326446828,39467.0,0.0687726965407161,431089.0,0.7511884100397995,16.240419195229382,10.89936595849327,11.614654674458823,8.762357314926993,0.9716256742727352,呼和浩特市,177,1,7,59,191,105,2,6.632272727272727,36.06545454545455,57.303636363636365,365343.0,20575.0,5318000.083333333,816452.0,5763893.85,727117.55,1252424.15,3703175.9,501699.4285714286,373862.4285714286,4601536.842105263,5959741.739130435,5929711.608695652,72.96833333333333,248.27272727272728,4.0,2.0,39511.0,517157.6,236.75,14.25,21.375,10722563.857142856,2502.875,1811.125,146788.875,125150.625,2971003.5454545454,43684.4375,40.550625000000004,2452681.25,694637.5,767119.2727272727,229.55555555555554,11.88888888888889,14.555555555555555,58.81818181818182,296596.75,47692.166666666664,4810741.0
